"Date","Price","Open","High","Low","Vol.","Change %"
"12/12/2023","162.09","160.55","162.40","160.45","705.78K","0.95%"
"12/11/2023","160.56","159.27","160.71","159.27","755.19K","0.74%"
"12/08/2023","159.38","157.87","159.78","157.64","581.37K","0.82%"
"12/07/2023","158.09","158.13","158.95","157.98","428.58K","0.25%"
"12/06/2023","157.69","158.62","158.95","155.93","755.63K","-0.56%"
"12/05/2023","158.58","156.55","158.60","156.44","553.34K","1.25%"
"12/04/2023","156.62","157.31","157.51","155.11","510.46K","-0.53%"
"12/01/2023","157.45","158.42","159.31","157.05","720.69K","-0.35%"
"11/30/2023","158.00","157.65","159.18","157.56","1.73M","0.03%"
"11/29/2023","157.96","158.29","159.09","157.69","465.61K","-0.35%"
"11/28/2023","158.51","158.04","158.85","157.93","549.44K","0.34%"
"11/27/2023","157.98","157.75","158.82","157.53","513.69K","0.07%"
"11/24/2023","157.87","156.75","158.02","156.75","512.66K","0.41%"
"11/23/2023","157.22","157.27","157.53","156.64","319.93K","0.06%"
"11/22/2023","157.13","156.45","157.33","156.00","546.60K","0.74%"
"11/21/2023","155.98","154.62","156.16","154.51","425.60K","0.66%"
"11/20/2023","154.96","154.55","155.35","154.20","501.20K","0.12%"
"11/17/2023","154.78","153.82","154.93","153.76","913.70K","0.80%"
"11/16/2023","153.55","152.73","153.80","152.56","624.80K","0.52%"
"11/15/2023","152.75","153.22","153.58","152.31","531.13K","-0.58%"
"11/14/2023","153.64","152.73","154.49","152.29","838.30K","0.80%"
"11/13/2023","152.42","151.56","152.47","151.38","538.72K","0.64%"
"11/10/2023","151.45","150.04","151.45","149.82","602.66K","0.28%"
"11/09/2023","151.02","148.64","151.42","147.84","709.20K","1.66%"
"11/08/2023","148.56","147.27","148.87","145.95","456.84K","0.50%"
"11/07/2023","147.82","148.53","149.35","147.60","693.73K","-0.51%"
"11/06/2023","148.58","148.75","148.98","147.56","389.32K","0.16%"
"11/03/2023","148.35","150.64","150.64","147.87","667.97K","-1.10%"
"11/02/2023","150.00","148.51","150.98","148.29","699.92K","1.32%"
"11/01/2023","148.05","147.00","148.33","145.89","446.34K","0.73%"
"10/31/2023","146.98","145.49","147.33","145.25","579.59K","1.19%"
"10/30/2023","145.25","146.51","146.96","145.09","406.26K","-0.29%"
"10/27/2023","145.67","146.04","147.20","144.56","776.75K","1.05%"
"10/26/2023","144.16","141.78","144.42","141.29","789.77K","1.17%"
"10/25/2023","142.49","139.76","142.78","138.73","730.95K","1.90%"
"10/24/2023","139.84","139.55","140.24","139.13","587.00K","0.59%"
"10/23/2023","139.02","139.09","139.35","137.60","670.74K","0.19%"
"10/20/2023","138.75","141.51","141.56","138.53","1.06M","-2.81%"
"10/19/2023","142.76","142.60","142.87","141.67","611.73K","-0.18%"
"10/18/2023","143.02","144.64","144.93","142.36","596.71K","-1.26%"
"10/17/2023","144.85","145.33","145.82","143.93","559.35K","-0.79%"
"10/16/2023","146.00","146.82","147.13","145.25","436.09K","-0.47%"
"10/13/2023","146.69","147.36","148.27","146.35","692.14K","-1.36%"
"10/12/2023","148.71","150.00","150.45","148.45","577.22K","0.18%"
"10/11/2023","148.45","146.82","149.16","146.45","704.24K","0.96%"
"10/10/2023","147.04","145.71","147.40","145.24","617.22K","2.17%"
"10/09/2023","143.91","143.04","145.02","142.15","616.86K","0.29%"
"10/06/2023","143.49","142.73","143.82","141.89","590.97K","0.77%"
"10/05/2023","142.40","142.31","143.82","141.73","554.64K","0.04%"
"10/04/2023","142.35","141.29","143.29","141.09","497.82K","0.27%"
"10/03/2023","141.96","142.71","143.02","141.07","551.17K","-0.71%"
"10/02/2023","142.98","145.64","145.89","142.02","550.42K","-1.60%"
"09/29/2023","145.31","145.49","146.91","145.05","638.92K","-0.06%"
"09/28/2023","145.40","144.00","145.73","143.36","558.06K","0.92%"
"09/27/2023","144.07","145.07","145.44","143.75","493.10K","-0.39%"
"09/26/2023","144.64","144.84","145.55","143.96","643.99K","-0.72%"
"09/25/2023","145.69","145.95","146.31","144.35","691.81K","-0.18%"
"09/22/2023","145.95","145.09","146.65","144.56","550.00K","-0.03%"
"09/21/2023","146.00","146.42","146.55","145.16","802.49K","-0.96%"
"09/20/2023","147.42","148.35","148.47","144.73","1.11M","-1.62%"
"09/19/2023","149.84","149.09","150.24","149.02","533.12K","0.29%"
"09/18/2023","149.40","152.38","152.40","148.93","578.93K","-2.21%"
"09/15/2023","152.78","152.24","153.15","152.05","1.94M","1.24%"
"09/14/2023","150.91","149.42","151.04","148.49","974.38K","1.00%"
"09/13/2023","149.42","149.09","149.93","147.15","672.15K","-0.45%"
"09/12/2023","150.09","152.18","152.31","149.96","653.18K","-1.00%"
"09/11/2023","151.60","151.25","152.18","150.58","550.11K","0.77%"
"09/08/2023","150.44","151.33","151.36","148.60","678.50K","-0.08%"
"09/07/2023","150.56","149.47","151.04","149.05","509.74K","0.58%"
"09/06/2023","149.69","148.56","150.42","147.55","598.86K","0.54%"
"09/05/2023","148.89","150.56","150.60","148.56","650.37K","-1.61%"
"09/04/2023","151.33","152.47","152.62","150.93","313.27K","-0.45%"
"09/01/2023","152.02","151.35","152.95","151.09","498.16K","0.22%"
"08/31/2023","151.69","151.36","153.16","150.80","1.25M","0.37%"
"08/30/2023","151.13","150.91","151.96","150.33","637.26K","0.44%"
"08/29/2023","150.47","150.24","151.02","149.71","537.37K","0.13%"
"08/28/2023","150.27","149.55","150.51","148.67","461.89K","1.51%"
"08/25/2023","148.04","147.49","149.24","147.36","470.51K","0.09%"
"08/24/2023","147.91","149.07","150.40","147.51","647.82K","0.53%"
"08/23/2023","147.13","146.49","147.53","146.22","384.74K","0.60%"
"08/22/2023","146.25","146.11","147.49","145.80","397.70K","0.52%"
"08/21/2023","145.49","146.16","147.42","145.27","443.86K","-0.38%"
"08/18/2023","146.04","146.00","146.29","144.35","726.83K","-0.03%"
"08/17/2023","146.09","146.31","147.71","146.07","510.90K","-0.53%"
"08/16/2023","146.87","146.55","147.80","146.49","453.61K","-0.01%"
"08/15/2023","146.89","148.09","148.09","145.58","494.92K","-0.72%"
"08/14/2023","147.96","147.16","148.24","146.76","497.84K","0.70%"
"08/11/2023","146.93","147.27","148.13","146.82","617.96K","-0.93%"
"08/10/2023","148.31","147.13","149.07","146.91","794.87K","1.57%"
"08/09/2023","146.02","146.18","146.95","145.35","470.45K","0.81%"
"08/08/2023","144.85","144.76","145.76","143.84","468.52K","-0.18%"
"08/07/2023","145.11","144.31","145.40","143.91","346.59K","0.38%"
"08/04/2023","144.56","144.38","144.69","142.24","656.46K","0.70%"
"08/03/2023","143.55","144.55","144.78","142.71","680.71K","-1.27%"
"08/02/2023","145.40","146.09","146.44","144.47","679.57K","-1.28%"
"08/01/2023","147.29","147.71","148.64","146.73","510.86K","-0.82%"
"07/31/2023","148.51","148.71","149.07","147.93","682.37K","-0.21%"
"07/28/2023","148.82","147.55","149.13","146.80","689.90K","1.07%"
"07/27/2023","147.24","145.45","147.62","144.13","841.91K","2.36%"
"07/26/2023","143.84","145.13","145.27","142.36","769.70K","-1.36%"
"07/25/2023","145.82","146.04","146.15","144.00","447.04K","-0.23%"
"07/24/2023","146.16","145.91","146.60","145.20","386.68K","-0.06%"
"07/21/2023","146.25","145.45","146.69","145.33","630.84K","0.29%"
"07/20/2023","145.82","143.45","146.00","142.89","630.30K","1.38%"
"07/19/2023","143.84","145.40","145.85","143.69","529.45K","-0.77%"
"07/18/2023","144.95","145.75","145.75","143.95","376.39K","0.00%"
"07/17/2023","144.95","146.27","146.27","143.96","358.81K","-0.88%"
"07/14/2023","146.24","145.11","146.56","145.09","402.30K","0.56%"
"07/13/2023","145.42","144.87","146.29","144.25","723.38K","0.72%"
"07/12/2023","144.38","142.55","144.55","142.24","639.34K","1.83%"
"07/11/2023","141.78","141.82","142.91","141.67","527.11K","0.01%"
"07/10/2023","141.76","140.60","142.87","140.15","538.53K","0.75%"
"07/07/2023","140.71","141.09","141.75","139.73","859.49K","-0.17%"
"07/06/2023","140.95","143.64","143.91","140.38","1.20M","-3.43%"
"07/05/2023","145.95","147.91","147.93","145.11","872.65K","-1.68%"
"07/04/2023","148.45","148.82","149.15","148.13","621.32K","-0.68%"
"07/03/2023","149.47","149.09","149.80","148.31","514.35K","0.13%"
"06/30/2023","149.27","148.85","150.35","148.49","1.30M","0.61%"
"06/29/2023","148.36","147.91","148.64","147.07","412.76K","0.43%"
"06/28/2023","147.73","146.89","147.84","146.53","559.44K","1.14%"
"06/27/2023","146.07","145.69","146.22","144.55","430.11K","0.60%"
"06/26/2023","145.20","144.29","145.78","143.75","543.20K","0.72%"
"06/23/2023","144.16","144.91","145.15","142.71","716.62K","-0.89%"
"06/22/2023","145.45","145.45","145.51","143.38","617.64K","-0.55%"
"06/21/2023","146.25","146.42","146.89","145.60","478.12K","-0.40%"
