"Date","Price","Open","High","Low","Vol.","Change %"
"01/22/2025","245.00","247.85","250.90","244.15","287.06K","-1.55%"
"01/21/2025","248.85","246.60","249.00","245.90","249.47K","0.53%"
"01/20/2025","247.55","243.00","248.25","240.80","348.06K","2.00%"
"01/17/2025","242.70","238.00","243.05","235.55","507.92K","2.38%"
"01/16/2025","237.05","242.55","245.50","232.80","750.88K","6.18%"
"01/15/2025","223.25","221.30","226.40","217.50","297.20K","1.25%"
"01/14/2025","220.50","229.00","230.55","220.25","292.00K","-3.03%"
"01/13/2025","227.40","227.50","229.75","224.60","185.35K","-0.18%"
"01/10/2025","227.80","227.00","233.80","227.00","282.24K","-0.42%"
"01/09/2025","228.75","224.05","230.35","220.60","235.83K","0.90%"
"01/08/2025","226.70","230.30","232.70","224.25","307.58K","-2.22%"
"01/07/2025","231.85","229.85","234.85","228.30","211.36K","0.87%"
"01/06/2025","229.85","225.80","236.90","224.80","371.11K","2.45%"
"01/03/2025","224.35","235.05","235.35","222.05","479.20K","-4.88%"
"01/02/2025","235.85","240.00","242.00","231.00","200.26K","-1.01%"
"12/31/2024","238.25","236.35","240.75","236.05","86.74K","0.49%"
"12/30/2024","237.10","237.45","238.45","235.10","197.79K","-0.36%"
"12/27/2024","237.95","234.20","238.60","234.20","213.93K","1.60%"
"12/24/2024","234.20","235.55","236.75","234.20","57.72K","-0.59%"
"12/23/2024","235.60","233.15","236.30","232.65","170.60K","0.60%"
"12/20/2024","234.20","232.20","235.50","229.25","510.38K","-0.23%"
"12/19/2024","234.75","231.35","235.40","230.60","208.22K","-1.01%"
"12/18/2024","237.15","240.00","240.75","236.80","238.69K","-0.84%"
"12/17/2024","239.15","237.00","243.20","235.00","238.43K","-0.21%"
"12/16/2024","239.65","241.00","242.75","238.30","236.59K","-1.80%"
"12/13/2024","244.05","240.85","246.30","240.75","279.12K","0.85%"
"12/12/2024","242.00","244.65","245.35","239.75","280.30K","0.98%"
"12/11/2024","239.65","239.15","241.90","235.60","204.18K","-0.58%"
"12/10/2024","241.05","242.45","244.85","239.20","299.06K","-2.21%"
"12/09/2024","246.50","242.80","250.00","242.80","453.48K","3.48%"
"12/06/2024","238.20","225.60","240.40","225.55","576.97K","5.96%"
"12/05/2024","224.80","223.70","227.90","223.30","217.84K","-0.11%"
"12/04/2024","225.05","222.45","226.85","222.20","207.75K","1.81%"
"12/03/2024","221.05","224.20","228.10","220.10","195.58K","-0.72%"
"12/02/2024","222.65","215.80","226.15","215.65","323.70K","0.86%"
"11/29/2024","220.75","218.65","220.90","217.70","197.47K","0.43%"
"11/28/2024","219.80","222.00","223.35","219.65","144.07K","-0.88%"
"11/27/2024","221.75","223.15","223.80","219.55","172.33K","-0.74%"
"11/26/2024","223.40","220.00","228.80","217.10","271.87K","0.77%"
"11/25/2024","221.70","215.90","221.85","215.60","711.38K","5.52%"
"11/22/2024","210.10","210.35","213.60","207.75","418.35K","0.79%"
"11/21/2024","208.45","212.15","213.15","206.55","423.99K","-3.02%"
"11/20/2024","214.95","217.75","221.00","214.95","300.84K","-0.12%"
"11/19/2024","215.20","219.65","221.10","212.65","373.27K","-2.23%"
"11/18/2024","220.10","223.90","225.60","219.55","218.21K","-1.17%"
"11/15/2024","222.70","220.55","224.75","219.20","305.82K","0.70%"
"11/14/2024","221.15","212.55","222.70","210.75","408.83K","3.97%"
"11/13/2024","212.70","211.30","214.30","210.40","305.53K","0.81%"
"11/12/2024","211.00","220.00","220.45","208.25","631.79K","-5.76%"
"11/11/2024","223.90","223.35","225.75","220.55","323.31K","1.31%"
"11/08/2024","221.00","238.40","238.40","220.60","700.01K","-7.96%"
"11/07/2024","240.10","231.45","241.95","229.85","376.87K","4.12%"
"11/06/2024","230.60","230.00","242.25","228.10","341.93K","-0.07%"
"11/05/2024","230.75","235.70","237.05","228.30","175.58K","-1.26%"
"11/04/2024","233.70","230.70","237.45","230.20","198.59K","1.30%"
"11/01/2024","230.70","227.95","232.15","227.25","144.69K","0.81%"
"10/31/2024","228.85","229.00","231.25","228.00","253.07K","-0.28%"
"10/30/2024","229.50","235.00","235.60","225.85","458.11K","-3.23%"
"10/29/2024","237.15","241.00","244.85","236.45","295.45K","-1.52%"
"10/28/2024","240.80","237.80","242.60","237.35","268.23K","2.49%"
"10/25/2024","234.95","235.45","237.25","233.50","248.81K","-0.30%"
"10/24/2024","235.65","229.00","238.15","228.60","388.15K","2.04%"
"10/23/2024","230.95","232.75","235.80","230.25","250.28K","-1.47%"
"10/22/2024","234.40","232.70","236.50","232.40","232.84K","0.84%"
"10/21/2024","232.45","234.95","238.45","232.45","241.25K","-2.35%"
"10/18/2024","238.05","233.10","243.65","233.10","440.29K","3.50%"
"10/17/2024","230.00","229.75","231.30","225.25","379.44K","0.66%"
"10/16/2024","228.50","218.80","229.30","215.45","482.63K","-0.82%"
"10/15/2024","230.40","230.55","231.90","225.50","431.12K","0.17%"
"10/14/2024","230.00","237.15","237.20","228.30","459.20K","-3.83%"
"10/11/2024","239.15","239.80","241.70","238.30","259.99K","-0.52%"
"10/10/2024","240.40","238.95","240.45","237.10","181.63K","0.17%"
"10/09/2024","240.00","238.10","241.25","236.30","291.28K","1.54%"
"10/08/2024","236.35","234.00","237.20","227.75","606.26K","-4.45%"
"10/07/2024","247.35","240.65","248.85","238.90","471.07K","4.57%"
"10/04/2024","236.55","237.95","242.75","235.35","416.10K","-0.63%"
"10/03/2024","238.05","242.05","242.20","237.20","312.33K","-2.22%"
"10/02/2024","243.45","249.60","251.15","243.45","506.74K","-2.42%"
"10/01/2024","249.50","251.25","255.75","248.05","443.79K","-2.86%"
"09/30/2024","256.85","266.05","269.35","255.60","460.79K","-3.75%"
"09/27/2024","266.85","260.00","266.90","257.65","714.22K","6.34%"
"09/26/2024","250.95","238.45","254.00","234.95","743.61K","9.61%"
"09/25/2024","228.95","227.00","232.75","225.20","244.09K","0.00%"
"09/24/2024","228.95","233.85","235.20","228.60","445.78K","3.18%"
"09/23/2024","221.90","220.80","222.05","218.45","404.09K","-1.49%"
"09/20/2024","225.25","229.55","229.90","222.70","773.74K","-3.33%"
"09/19/2024","233.00","231.95","233.70","229.40","354.19K","2.64%"
"09/18/2024","227.00","229.00","229.10","226.40","212.73K","-1.15%"
"09/17/2024","229.65","226.45","232.45","225.85","259.07K","1.82%"
"09/16/2024","225.55","228.40","229.30","224.95","","-1.51%"
"09/13/2024","229.00","228.50","233.30","228.35","242.15K","0.42%"
"09/12/2024","228.05","232.75","233.35","225.50","251.60K","-0.76%"
"09/11/2024","229.80","230.30","235.15","228.70","221.20K","0.22%"
"09/10/2024","229.30","229.70","231.70","225.90","300.90K","-0.43%"
"09/09/2024","230.30","232.65","234.05","225.95","448.68K","-2.52%"
"09/06/2024","236.25","245.40","246.20","236.25","287.47K","-3.55%"
"09/05/2024","244.95","247.50","247.90","243.30","254.07K","-1.43%"
"09/04/2024","248.50","249.20","250.50","246.05","309.53K","-2.22%"
"09/03/2024","254.15","257.50","260.80","253.45","207.20K","-1.05%"
"09/02/2024","256.85","255.10","257.95","250.85","185.89K","-0.83%"
"08/30/2024","259.00","259.50","261.50","258.35","276.36K","0.25%"
"08/29/2024","258.35","256.05","261.45","256.00","235.22K","0.76%"
"08/28/2024","256.40","260.00","261.25","256.30","225.41K","-1.18%"
"08/27/2024","259.45","259.30","264.20","259.00","202.10K","-0.25%"
"08/26/2024","260.10","260.30","261.65","259.65","121.47K","0.04%"
"08/23/2024","260.00","259.75","261.70","257.65","373.56K","0.08%"
"08/22/2024","259.80","260.00","262.55","258.70","317.32K","0.46%"
"08/21/2024","258.60","257.75","260.90","257.70","234.45K","0.04%"
"08/20/2024","258.50","261.00","261.10","256.60","256.29K","-0.96%"
"08/19/2024","261.00","257.95","263.65","257.60","429.30K","2.55%"
"08/16/2024","254.50","255.85","257.20","253.90","196.32K","-0.47%"
"08/15/2024","255.70","251.05","261.05","249.95","331.27K","1.81%"
"08/14/2024","251.15","254.35","254.60","251.15","205.13K","-0.36%"
"08/13/2024","252.05","250.00","252.55","246.70","208.35K","0.88%"
"08/12/2024","249.85","255.00","256.25","248.80","284.23K","-1.85%"
"08/09/2024","254.55","258.70","262.00","253.85","244.88K","-1.78%"
"08/08/2024","259.15","257.25","260.75","254.80","247.11K","-0.33%"
"08/07/2024","260.00","259.10","260.00","255.40","360.29K","0.58%"
"08/06/2024","258.50","266.25","266.45","256.95","314.10K","-2.58%"
"08/05/2024","265.35","267.00","271.30","263.55","353.22K","-2.59%"
"08/02/2024","272.40","274.85","277.45","270.55","399.01K","-1.70%"
"08/01/2024","277.10","283.35","284.25","274.65","278.52K","-2.60%"
"07/31/2024","284.50","290.90","292.45","283.50","178.06K","-1.01%"
"07/30/2024","287.40","283.50","289.15","283.30","169.99K","1.55%"
"07/29/2024","283.00","285.00","286.50","281.30","199.50K","-0.42%"
"07/26/2024","284.20","279.00","286.25","278.75","293.36K","2.18%"
"07/25/2024","278.15","275.00","282.95","270.40","786.58K","-7.47%"
"07/24/2024","300.60","304.10","311.05","296.50","443.24K","-4.54%"
"07/23/2024","314.90","317.70","322.30","314.35","181.76K","-1.25%"
"07/22/2024","318.90","317.40","319.50","316.00","206.01K","1.22%"
"07/19/2024","315.05","311.95","317.65","308.80","292.10K","-0.83%"
"07/18/2024","317.70","316.80","321.30","314.30","186.59K","1.16%"
"07/17/2024","314.05","311.35","315.55","307.45","212.95K","0.87%"
"07/16/2024","311.35","320.50","320.90","308.20","327.61K","-3.10%"
"07/15/2024","321.30","325.05","328.90","318.30","346.41K","-5.28%"
"07/12/2024","339.20","334.75","341.70","333.40","267.83K","2.37%"
"07/11/2024","331.35","328.60","331.35","324.60","246.19K","1.97%"
"07/10/2024","324.95","322.50","327.15","316.60","189.47K","0.95%"
"07/09/2024","321.90","326.75","327.00","319.45","196.76K","-1.17%"
"07/08/2024","325.70","332.35","334.90","324.65","230.39K","-2.79%"
"07/05/2024","335.05","336.40","341.30","333.40","100.59K","-0.24%"
"07/04/2024","335.85","332.20","336.30","331.00","160.21K","1.59%"
"07/03/2024","330.60","331.35","334.10","327.80","220.24K","0.38%"
"07/02/2024","329.35","333.80","334.60","327.90","214.11K","-1.98%"
"07/01/2024","336.00","344.55","346.90","336.00","218.83K","-0.74%"
"06/28/2024","338.50","341.60","345.20","336.45","293.83K","-0.95%"
"06/27/2024","341.75","339.45","346.35","337.65","383.98K","4.67%"
"06/26/2024","326.50","327.25","329.25","321.10","209.04K","0.42%"
"06/25/2024","325.15","321.40","331.35","320.00","245.92K","0.29%"
"06/24/2024","324.20","320.45","324.25","320.18","244.75K","1.28%"
"06/21/2024","320.10","316.05","320.40","315.80","634.99K","1.25%"
"06/20/2024","316.15","310.00","317.85","309.45","232.58K","2.45%"
"06/19/2024","308.60","308.90","310.90","306.25","149.36K","-0.68%"
"06/18/2024","310.70","309.40","315.55","306.55","278.11K","1.99%"
"06/17/2024","304.65","303.90","304.65","300.45","202.98K","0.71%"
"06/14/2024","302.50","310.50","311.00","299.20","465.48K","-3.83%"
"06/13/2024","314.55","317.35","318.60","310.60","262.45K","-0.71%"
"06/12/2024","316.80","319.00","321.15","313.85","275.12K","-0.80%"
"06/11/2024","319.35","329.30","331.25","319.10","234.67K","-2.62%"
"06/10/2024","327.95","321.65","327.95","320.15","213.63K","-0.05%"
"06/07/2024","328.10","327.35","332.85","325.85","177.39K","0.66%"
"06/06/2024","325.95","325.35","333.95","325.35","188.04K","0.84%"
"06/05/2024","323.25","325.35","326.70","319.10","147.29K","0.29%"
"06/04/2024","322.30","321.65","326.65","320.70","153.70K","0.05%"
"06/03/2024","322.15","320.50","325.80","319.95","207.18K","1.56%"
"05/31/2024","317.20","320.30","320.30","316.95","602.78K","-1.06%"
"05/30/2024","320.60","321.50","323.95","319.80","195.74K","-0.90%"
"05/29/2024","323.50","328.80","329.10","322.85","215.71K","-2.31%"
"05/28/2024","331.15","333.20","335.55","330.00","166.61K","-0.62%"
"05/27/2024","333.20","331.05","335.35","330.70","125.78K","0.23%"
"05/24/2024","332.45","328.65","334.45","328.05","180.21K","-0.06%"
"05/23/2024","332.65","329.25","332.65","327.85","141.62K","0.76%"
"05/22/2024","330.15","331.60","332.70","325.20","199.96K","-0.95%"
"05/21/2024","333.30","335.65","335.65","330.50","134.82K","-0.77%"
"05/20/2024","335.90","333.35","337.15","331.40","122.01K","1.16%"
"05/17/2024","332.05","341.40","342.90","330.55","284.11K","-2.70%"
"05/16/2024","341.25","335.45","341.25","335.45","165.39K","1.35%"
"05/15/2024","336.70","337.55","337.75","331.25","188.20K","-0.63%"
"05/14/2024","338.85","332.75","342.70","331.50","230.42K","1.91%"
"05/13/2024","332.50","333.00","333.15","330.70","96.79K","0.02%"
"05/10/2024","332.45","337.40","339.30","331.70","240.61K","-0.24%"
"05/09/2024","333.25","330.65","334.85","327.25","156.17K","0.65%"
"05/08/2024","331.10","330.00","334.35","328.60","174.42K","0.38%"
"05/07/2024","329.85","328.80","331.25","326.40","215.50K","0.93%"
"05/06/2024","326.80","329.00","331.85","326.10","145.81K","-0.53%"
"05/03/2024","328.55","325.45","333.90","325.40","250.31K","1.78%"
"05/02/2024","322.80","322.65","324.10","319.50","231.60K","-2.18%"
"04/30/2024","330.00","336.20","338.10","328.55","288.31K","-1.68%"
"04/29/2024","335.65","339.90","341.45","335.50","180.15K","-0.68%"
"04/26/2024","337.95","330.80","340.50","330.65","348.54K","3.25%"
"04/25/2024","327.30","325.10","330.40","323.70","358.42K","0.35%"
"04/24/2024","326.15","319.00","331.20","315.35","877.89K","-6.87%"
"04/23/2024","350.20","347.40","353.90","346.60","193.05K","1.13%"
"04/22/2024","346.30","342.45","350.70","341.80","222.68K","2.12%"
"04/19/2024","339.10","337.30","341.40","334.25","200.49K","-0.41%"
"04/18/2024","340.50","340.00","342.00","337.85","188.86K","-0.15%"
"04/17/2024","341.00","342.80","345.10","336.30","392.50K","0.21%"
"04/16/2024","340.30","346.90","348.50","338.20","262.33K","-2.83%"
"04/15/2024","350.20","354.20","358.25","349.35","199.80K","-0.09%"
"04/12/2024","350.50","359.80","360.15","347.95","248.71K","-1.30%"
"04/11/2024","355.10","353.00","359.50","352.80","208.28K","-0.52%"
"04/10/2024","356.95","367.95","368.05","355.00","238.56K","-1.99%"
"04/09/2024","364.20","364.15","368.70","363.10","160.90K","-0.27%"
"04/08/2024","365.20","361.60","366.40","359.85","127.95K","0.66%"
"04/05/2024","362.80","363.10","366.65","362.80","213.66K","-1.76%"
"04/04/2024","369.30","365.00","370.10","364.90","149.56K","0.78%"
"04/03/2024","366.45","365.10","368.70","364.90","150.54K","-0.11%"
"04/02/2024","366.85","365.15","368.90","363.00","203.12K","0.14%"
"03/28/2024","366.35","370.00","372.85","365.05","250.45K","-0.07%"
"03/27/2024","366.60","364.05","368.05","358.75","210.29K","0.47%"
"03/26/2024","364.90","353.65","365.15","349.85","264.70K","3.15%"
"03/25/2024","353.75","359.00","360.50","353.50","276.94K","-1.20%"
"03/22/2024","358.05","370.00","371.85","358.05","399.60K","-3.57%"
"03/21/2024","371.30","376.00","381.55","366.70","399.45K","-1.04%"
"03/20/2024","375.20","375.00","378.30","361.15","1.24M","-11.91%"
"03/19/2024","425.95","421.50","426.30","420.55","129.89K","0.59%"
"03/18/2024","423.45","426.10","427.20","418.35","151.43K","-0.63%"
"03/15/2024","426.15","423.85","430.05","420.00","408.37K","-0.01%"
"03/14/2024","426.20","426.75","438.60","426.20","220.56K","0.61%"
"03/13/2024","423.60","424.65","428.45","421.65","194.00K","-0.60%"
"03/12/2024","426.15","420.95","426.45","416.75","171.47K","1.43%"
"03/11/2024","420.15","415.25","420.15","412.15","106.84K","0.66%"
"03/08/2024","417.40","412.00","418.25","409.85","178.75K","1.45%"
"03/07/2024","411.45","407.70","412.60","402.75","242.34K","0.07%"
"03/06/2024","411.15","410.00","415.90","410.00","120.95K","0.04%"
"03/05/2024","411.00","411.50","412.35","407.35","125.41K","-1.14%"
"03/04/2024","415.75","422.05","422.05","413.05","153.74K","-1.93%"
"03/01/2024","423.95","425.00","426.65","417.95","130.55K","-0.26%"
"02/29/2024","425.05","428.00","431.00","424.90","298.18K","-0.22%"
"02/28/2024","426.00","433.85","434.50","424.60","201.51K","-1.75%"
"02/27/2024","433.60","428.00","436.80","426.85","144.29K","1.31%"
"02/26/2024","428.00","423.50","428.05","421.15","169.66K","0.55%"
"02/23/2024","425.65","434.60","438.15","424.85","224.17K","-2.04%"
"02/22/2024","434.50","431.00","438.45","430.00","234.99K","1.12%"
"02/21/2024","429.70","428.05","432.10","427.85","154.55K","0.35%"
"02/20/2024","428.20","425.60","428.90","424.75","150.34K","0.05%"
"02/19/2024","428.00","422.40","428.00","421.40","103.40K","-0.02%"
"02/16/2024","428.10","429.90","436.50","426.90","298.52K","1.12%"
"02/15/2024","423.35","419.10","427.00","419.10","245.99K","1.74%"
"02/14/2024","416.10","409.00","417.75","408.00","210.18K","1.27%"
"02/13/2024","410.90","413.60","415.00","406.85","209.62K","-0.24%"
"02/12/2024","411.90","414.60","420.20","410.50","201.07K","-0.29%"
"02/09/2024","413.10","414.95","419.80","410.25","445.47K","0.90%"
"02/08/2024","409.40","400.00","415.85","387.35","540.97K","4.91%"
"02/07/2024","390.25","391.00","394.35","389.25","217.13K","-0.37%"
"02/06/2024","391.70","387.00","391.70","381.50","211.10K","1.97%"
"02/05/2024","384.15","377.40","386.80","377.00","169.64K","2.00%"
"02/02/2024","376.60","378.00","384.30","376.35","154.16K","-0.46%"
"02/01/2024","378.35","379.05","382.70","376.85","180.37K","-1.28%"
"01/31/2024","383.25","385.90","386.00","380.90","204.29K","-0.69%"
"01/30/2024","385.90","386.05","387.40","381.35","152.64K","0.27%"
"01/29/2024","384.85","382.70","385.80","378.95","206.40K","0.01%"
"01/26/2024","384.80","371.55","389.80","371.30","551.78K","6.59%"
"01/25/2024","361.00","362.95","363.85","358.15","221.99K","-1.03%"
"01/24/2024","364.75","366.30","369.85","360.55","214.94K","1.32%"
"01/23/2024","360.00","357.20","361.10","354.70","272.84K","1.74%"
"01/22/2024","353.85","355.40","360.20","349.75","218.58K","0.96%"
"01/19/2024","350.50","354.55","356.00","348.05","222.02K","-0.88%"
"01/18/2024","353.60","358.00","362.00","349.80","233.57K","2.17%"
"01/17/2024","346.10","350.85","353.60","343.40","302.47K","-3.51%"
"01/16/2024","358.70","358.30","360.50","356.30","208.45K","-1.03%"
"01/15/2024","362.45","363.35","366.60","358.00","169.43K","-1.16%"
"01/12/2024","366.70","356.30","368.45","354.15","372.80K","-1.20%"
"01/11/2024","371.15","382.60","385.25","369.70","241.67K","-2.76%"
"01/10/2024","381.70","382.95","386.40","379.60","135.20K","-0.60%"
"01/09/2024","384.00","388.50","389.00","382.25","148.31K","-0.38%"
"01/08/2024","385.45","377.25","385.45","374.10","129.78K","1.86%"
"01/05/2024","378.40","376.90","379.95","371.35","148.49K","-0.28%"
"01/04/2024","379.45","381.15","382.65","377.55","176.68K","-0.45%"
"01/03/2024","381.15","391.60","394.15","378.10","285.25K","-3.03%"
"01/02/2024","393.05","400.10","401.30","389.00","145.95K","-1.49%"
"12/29/2023","399.00","399.50","402.55","398.35","90.72K","0.19%"
"12/28/2023","398.25","403.10","405.55","397.30","91.28K","-1.13%"
"12/27/2023","402.80","398.90","402.80","398.00","158.41K","1.26%"
"12/22/2023","397.80","397.85","400.95","396.50","148.14K","-0.96%"
"12/21/2023","401.65","404.50","405.70","398.85","175.40K","-1.18%"
"12/20/2023","406.45","407.00","409.20","403.10","146.59K","0.12%"
"12/19/2023","405.95","406.35","410.00","404.70","197.97K","-0.34%"
"12/18/2023","407.35","412.05","413.60","406.95","226.32K","-2.51%"
"12/15/2023","417.85","428.55","428.60","415.00","504.24K","-2.15%"
"12/14/2023","427.05","424.00","430.05","422.60","347.01K","4.41%"
"12/13/2023","409.00","406.40","413.25","405.30","200.83K","-0.35%"
"12/12/2023","410.45","411.85","416.05","410.45","207.64K","0.23%"
"12/11/2023","409.50","413.20","414.20","407.05","191.30K","-1.04%"
"12/08/2023","413.80","403.40","418.75","403.40","361.72K","2.58%"
"12/07/2023","403.40","400.15","403.55","396.60","139.48K","-0.22%"
"12/06/2023","404.30","400.70","405.80","399.75","264.29K","1.43%"
"12/05/2023","398.60","398.25","403.40","397.10","181.11K","-0.36%"
"12/04/2023","400.05","395.30","406.55","395.30","185.90K","1.82%"
"12/01/2023","392.90","392.85","397.45","390.60","215.91K","-0.20%"
"11/30/2023","393.70","391.25","394.95","386.50","285.99K","0.69%"
"11/29/2023","391.00","390.95","399.20","389.05","201.90K","-0.77%"
"11/28/2023","394.05","399.20","402.55","391.50","226.18K","-2.58%"
"11/27/2023","404.50","406.50","410.55","404.40","116.56K","-0.48%"
"11/24/2023","406.45","405.50","406.50","402.30","102.76K","0.12%"
"11/23/2023","405.95","402.65","406.30","401.50","84.87K","0.53%"
"11/22/2023","403.80","399.40","404.50","399.40","126.48K","1.09%"
"11/21/2023","399.45","401.40","403.35","397.25","163.74K","-0.93%"
"11/20/2023","403.20","404.55","406.45","401.25","110.90K","-0.27%"
"11/17/2023","404.30","400.95","407.85","399.40","204.92K","1.30%"
"11/16/2023","399.10","402.85","406.55","399.10","248.94K","-2.69%"
"11/15/2023","410.15","410.85","421.05","409.50","225.74K","0.50%"
"11/14/2023","408.10","393.20","408.55","393.00","297.49K","3.64%"
"11/13/2023","393.75","396.00","396.00","392.25","154.71K","0.17%"
"11/10/2023","393.10","401.10","401.30","386.10","274.67K","-3.33%"
"11/09/2023","406.65","401.80","409.30","401.25","163.00K","0.84%"
"11/08/2023","403.25","397.90","406.30","397.45","162.43K","0.80%"
"11/07/2023","400.05","397.15","401.65","396.00","144.94K","0.34%"
"11/06/2023","398.70","408.30","409.00","396.00","184.11K","-2.10%"
"11/03/2023","407.25","403.45","412.95","400.10","260.51K","2.89%"
"11/02/2023","395.80","389.00","400.80","387.40","288.82K","3.61%"
"11/01/2023","382.00","382.10","382.80","376.70","204.15K","-0.31%"
"10/31/2023","383.20","379.55","383.20","379.30","207.05K","0.05%"
"10/30/2023","383.00","385.55","385.80","380.55","155.38K","-0.13%"
"10/27/2023","383.50","384.40","386.35","379.65","205.08K","-0.23%"
"10/26/2023","384.40","388.10","391.05","382.00","240.79K","-2.26%"
"10/25/2023","393.30","391.00","398.50","385.10","513.54K","-3.47%"
"10/24/2023","407.45","403.90","408.65","402.45","152.94K","0.98%"
